-75.19101049	 39.95237530
-75.19101049	 39.95236842
-75.19101049	 39.95236153
-75.19101049	 39.95235464
-75.19101049	 39.95234776
-75.19101049	 39.95234087
-75.19101049	 39.95233399
-75.19101049	 39.95232710
-75.19100151	 39.95232021
-75.19099252	 39.95231333
-75.19100151	 39.95230644
-75.19100151	 39.95229955
-75.19100151	 39.95229267
-75.19100151	 39.95228578
-75.19100151	 39.95227890
-75.19100151	 39.95227201
-75.19100151	 39.95226512
-75.19100151	 39.95225824
-75.19100151	 39.95225135
-75.19100151	 39.95224446
-75.19100151	 39.95223758
-75.19100151	 39.95223069
-75.19100151	 39.95222381
-75.19100151	 39.95221692
-75.19100151	 39.95221003
-75.19100151	 39.95220315
-75.19100151	 39.95219626
-75.19100151	 39.95218937
-75.19100151	 39.95218249
-75.19101049	 39.95217560
-75.19101947	 39.95216871
-75.19102846	 39.95216183
-75.19103744	 39.95215494
-75.19104642	 39.95214806
-75.19105541	 39.95214117
-75.19106439	 39.95213428
-75.19106439	 39.95212740
-75.19107337	 39.95212051
-75.19108236	 39.95212051
-75.19109134	 39.95212051
-75.19110032	 39.95212051
-75.19110930	 39.95211362
-75.19111829	 39.95211362
-75.19112727	 39.95210674
-75.19113625	 39.95210674
-75.19114524	 39.95210674
-75.19115422	 39.95209985
-75.19116320	 39.95209985
-75.19117219	 39.95209985
-75.19118117	 39.95209985
-75.19119015	 39.95209985
-75.19119914	 39.95209985
-75.19120812	 39.95209985
-75.19121710	 39.95209985
-75.19122609	 39.95209985
-75.19123507	 39.95209985
-75.19124405	 39.95209985
-75.19125304	 39.95209985
-75.19126202	 39.95209985
-75.19127100	 39.95209985
-75.19127998	 39.95209985
-75.19128897	 39.95209985
-75.19129795	 39.95209985
-75.19130693	 39.95209985
-75.19131592	 39.95209985
-75.19132490	 39.95209985
-75.19133388	 39.95209985
-75.19134287	 39.95209985
-75.19135185	 39.95209297
-75.19136083	 39.95208608
-75.19136982	 39.95207919
-75.19137880	 39.95207231
-75.19138778	 39.95206542
-75.19138778	 39.95205853
-75.19138778	 39.95205165
-75.19138778	 39.95204476
-75.19139677	 39.95203787
-75.19140575	 39.95203099
-75.19141473	 39.95202410
-75.19142372	 39.95201722
-75.19143270	 39.95201722
-75.19144168	 39.95201722
-75.19145066	 39.95201722
-75.19145965	 39.95201722
-75.19146863	 39.95201722
-75.19147761	 39.95201722
-75.19148660	 39.95201722
-75.19149558	 39.95201722
-75.19150456	 39.95201033
-75.19151355	 39.95200344
-75.19152253	 39.95199656
-75.19153151	 39.95199656
-75.19154050	 39.95198967
-75.19154948	 39.95198278
-75.19155846	 39.95198278
-75.19156745	 39.95197590
-75.19157643	 39.95196901
-75.19158541	 39.95196213
-75.19159440	 39.95195524
-75.19160338	 39.95194835
-75.19161236	 39.95194147
-75.19162134	 39.95193458
-75.19163033	 39.95193458
